ID,D. melanogaster Gene ID,accession,Gene name,p.value,fdr,bias
GB47869,#N/A,XM_006557271.1," PREDICTED: Apis mellifera uncharacterized LOC102654281 (LOC102654281), transcript variant X1, mRNA",1.72937E-07,4.05096E-06,paternal
GB50142,FBgn0020269,XM_001121838.3," PREDICTED: Apis mellifera uncharacterized LOC726068 (LOC726068), mRNA",1.74116E-07,4.07564E-06,paternal
GB40112,#N/A,XM_006560320.1," PREDICTED: Apis mellifera uncharacterized LOC410462 (LOC410462), mRNA",1.85809E-07,4.33997E-06,paternal
GB53593,#N/A,XM_006559210.1," PREDICTED: Apis mellifera uncharacterized LOC724285 (LOC724285), mRNA",1.8799E-07,4.38986E-06,paternal
GB51813,FBgn0030596,XM_624767.4," PREDICTED: Apis mellifera GMC oxidoreductase 2 (GMCOX2), mRNA",3.66327E-07,8.30021E-06,paternal
GB45511,#N/A,XM_396944.5," PREDICTED: Apis mellifera Wnt10 protein (Wnt10), mRNA",4.46256E-07,1.00067E-05,paternal
GB55263,#N/A,XM_003251549.2," PREDICTED: Apis mellifera putative fatty acyl-CoA reductase CG5065-like (LOC100576414), mRNA",5.04989E-07,1.12334E-05,paternal
GB45812,FBgn0024277,XM_006568630.1," PREDICTED: Apis mellifera trio protein (trio), transcript variant X3, mRNA",1.15414E-06,2.44218E-05,paternal
GB51522,#N/A,XM_001120677.3," PREDICTED: Apis mellifera LIM homeobox transcription factor 1-beta-like (LOC724778), transcript variant X1, mRNA",1.25032E-06,2.63656E-05,paternal
GB51217,#N/A,#N/A,#N/A,1.43257E-06,2.98541E-05,European
GB42761,FBgn0067864,XM_006561604.1," PREDICTED: Apis mellifera inactivation no afterpotential D (inaD), transcript variant X2, mRNA",2.65275E-06,5.29319E-05,paternal
GB50524,FBgn0087039,XM_001122154.3," PREDICTED: Apis mellifera SECIS-binding protein 2 (Sbp2), mRNA",3.99266E-06,7.76988E-05,paternal
GB40090,#N/A,#N/A,#N/A,6.80755E-06,0.000128682,paternal
GB48055,FBgn0029843,XM_006568054.1," PREDICTED: Apis mellifera neprilysin 1 (Nep1), transcript variant X1, mRNA",1.96674E-05,0.000343812,paternal
GB51296,#N/A,XR_408288.1," PREDICTED: Apis mellifera uncharacterized LOC102655164 (LOC102655164), ncRNA",2.11249E-05,0.000368025,paternal
GB44601,#N/A,XM_006567927.1," PREDICTED: Apis mellifera THAP domain-containing protein 4-like (LOC100578382), mRNA",2.59492E-05,0.000446196,paternal
GB44787,#N/A,XM_006569585.1," PREDICTED: Apis mellifera Wnt4 protein (Wnt4), transcript variant X1, mRNA",2.59947E-05,0.000446899,paternal
GB53963,#N/A,XM_006571647.1," PREDICTED: Apis mellifera short spindle protein 4-like (LOC408631), transcript variant X1, mRNA",2.71193E-05,0.000464272,maternal
GB41242,FBgn0011584,XM_006569223.1," PREDICTED: Apis mellifera translocation protein 1 (Trp1), transcript variant X1, mRNA",3.03248E-05,0.000514994,paternal
GB42728,FBgn0260993,XM_006561536.1," PREDICTED: Apis mellifera sodium channel protein paralytic (Para), transcript variant X27, mRNA",4.98469E-05,0.000815056,paternal
GB49060,#N/A,#N/A,#N/A,0.000162147,0.002396445,paternal
GB47793,#N/A,#N/A,#N/A,0.000381667,0.00512703,paternal
GB45474,FBgn0261698,XM_006570941.1," PREDICTED: Apis mellifera potassium channel subfamily T member 1-like (LOC413159), mRNA",0.000397757,0.005308842,paternal
GB42585,#N/A,XM_006561867.1," PREDICTED: Apis mellifera cuticular protein 9 (CPR9), transcript variant X1, mRNA",0.000601417,0.007608928,paternal
GB43054,FBgn0261259,XM_006560727.1," PREDICTED: Apis mellifera jazigo (LOC409786), transcript variant X1, mRNA",0.000657073,0.008230943,paternal
